-89.75	-179.75	207.58	0
-89.75	-177.25	207.58	0
-89.75	-174.75	207.57	0
-89.75	-172.25	207.57	0
-89.75	-169.75	207.57	0
-89.75	-167.25	207.57	0
-89.75	-164.75	207.57	0
-89.75	-162.25	207.57	0
-89.75	-159.75	207.56	0
-89.75	-157.25	207.56	0
-89.75	-154.75	207.57	0
-89.75	-152.25	207.59	0
-89.75	-149.75	207.61	0
-89.75	-147.25	207.62	0
-89.75	-144.75	207.64	0
-89.75	-142.25	207.65	0
-89.75	-139.75	207.66	0
-89.75	-137.25	207.67	0
-89.75	-134.75	207.68	0
-89.75	-132.25	207.7	0
-89.75	-129.75	207.72	0
-89.75	-127.25	207.74	0
-89.75	-124.75	207.76	0
-89.75	-122.25	207.79	0
-89.75	-119.75	207.81	0
-89.75	-117.25	207.83	0
-89.75	-114.75	207.85	0
-89.75	-112.25	207.88	0
-89.75	-109.75	207.9	0
-89.75	-107.25	207.92	0
-89.75	-104.75	207.95	0
-89.75	-102.25	207.97	0
-89.75	-99.75	208	0
-89.75	-97.25	208.03	0
-89.75	-94.75	208.05	0
-89.75	-92.25	208.08	0
-89.75	-89.75	208.11	0
-89.75	-87.25	208.14	0
-89.75	-84.75	208.17	0
-89.75	-82.25	208.2	0
-89.75	-79.75	208.23	0
-89.75	-77.25	208.26	0
-89.75	-74.75	208.3	0
-89.75	-72.25	208.33	0
-89.75	-69.75	208.37	0
-89.75	-67.25	208.41	0
-89.75	-64.75	208.43	0
-89.75	-62.25	208.45	0
-89.75	-59.75	208.47	0
-89.75	-57.25	208.49	0
-89.75	-54.75	208.51	0
-89.75	-52.25	208.52	0
-89.75	-49.75	208.54	0
-89.75	-47.25	208.56	0
-89.75	-44.75	208.58	0
-89.75	-42.25	208.61	0
-89.75	-39.75	208.65	0
-89.75	-37.25	208.69	0
-89.75	-34.75	208.73	0
-89.75	-32.25	208.77	0
-89.75	-29.75	208.81	0
-89.75	-27.25	208.85	0
-89.75	-24.75	208.89	0
-89.75	-22.25	208.93	0
-89.75	-19.75	208.97	0
-89.75	-17.25	209.01	0
-89.75	-14.75	209.06	0
-89.75	-12.25	209.1	0
-89.75	-9.75	209.14	0
-89.75	-7.25	209.18	0
-89.75	-4.75	209.23	0
-89.75	-2.25	209.27	0
-89.75	0.25	209.32	0
-89.75	2.75	209.36	0
-89.75	5.25	209.41	0
-89.75	7.75	209.46	0
-89.75	10.25	209.5	0
-89.75	12.75	209.55	0
-89.75	15.25	209.6	0
-89.75	17.75	209.64	0
-89.75	20.25	209.69	0
-89.75	22.75	209.74	0
-89.75	25.25	209.76	0
-89.75	27.75	209.78	0
-89.75	30.25	209.79	0
-89.75	32.75	209.8	0
-89.75	35.25	209.81	0
-89.75	37.75	209.82	0
-89.75	40.25	209.84	0
-89.75	42.75	209.85	0
-89.75	45.25	209.86	0
-89.75	47.75	209.84	0
-89.75	50.25	209.8	0
-89.75	52.75	209.76	0
-89.75	55.25	209.72	0
-89.75	57.75	209.68	0
-89.75	60.25	209.64	0
-89.75	62.75	209.6	0
-89.75	65.25	209.56	0
-89.75	67.75	209.51	0
-89.75	70.25	209.47	0
-89.75	72.75	209.43	0
-89.75	75.25	209.39	0
-89.75	77.75	209.34	0
-89.75	80.25	209.3	0
-89.75	82.75	209.26	0
-89.75	85.25	209.21	0
-89.75	87.75	209.17	0
-89.75	90.25	209.12	0
-89.75	92.75	209.07	0
-89.75	95.25	209.03	0
-89.75	97.75	208.98	0
-89.75	100.25	208.93	0
-89.75	102.75	208.88	0
-89.75	105.25	208.83	0
-89.75	107.75	208.77	0
-89.75	110.25	208.72	0
-89.75	112.75	208.67	0
-89.75	115.25	208.6	0
-89.75	117.75	208.52	0
-89.75	120.25	208.44	0
-89.75	122.75	208.37	0
-89.75	125.25	208.3	0
-89.75	127.75	208.23	0
-89.75	130.25	208.16	0
-89.75	132.75	208.1	0
